"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","WKGPOP","TOT","PC_POP","A","2015",65.407,
"NLD","WKGPOP","TOT","PC_POP","A","2016",65.278,
"NLD","WKGPOP","TOT","PC_POP","A","2017",65.142,
"NZL","WKGPOP","TOT","PC_POP","A","1995",65.402,
"NZL","WKGPOP","TOT","PC_POP","A","1996",65.443,
"NZL","WKGPOP","TOT","PC_POP","A","1997",65.467,
"NZL","WKGPOP","TOT","PC_POP","A","1998",65.439,
"NZL","WKGPOP","TOT","PC_POP","A","1999",65.444,
"NZL","WKGPOP","TOT","PC_POP","A","2000",65.467,
"NZL","WKGPOP","TOT","PC_POP","A","2001",65.525,
"NZL","WKGPOP","TOT","PC_POP","A","2002",65.781,
"NZL","WKGPOP","TOT","PC_POP","A","2003",66.089,
"NZL","WKGPOP","TOT","PC_POP","A","2004",66.295,
"NZL","WKGPOP","TOT","PC_POP","A","2005",66.456,
"NZL","WKGPOP","TOT","PC_POP","A","2006",66.545,
"NZL","WKGPOP","TOT","PC_POP","A","2007",66.462,
"NZL","WKGPOP","TOT","PC_POP","A","2008",66.416,
"NZL","WKGPOP","TOT","PC_POP","A","2009",66.311,
"NZL","WKGPOP","TOT","PC_POP","A","2010",66.174,
"NZL","WKGPOP","TOT","PC_POP","A","2011",65.994,
"NZL","WKGPOP","TOT","PC_POP","A","2012",65.679,
"NZL","WKGPOP","TOT","PC_POP","A","2013",65.449,
"NZL","WKGPOP","TOT","PC_POP","A","2014",65.375,
"NZL","WKGPOP","TOT","PC_POP","A","2015",65.431,
"NZL","WKGPOP","TOT","PC_POP","A","2016",65.481,
"NZL","WKGPOP","TOT","PC_POP","A","2017",65.439,
"NOR","WKGPOP","TOT","PC_POP","A","1995",64.579,
"NOR","WKGPOP","TOT","PC_POP","A","1996",64.56,
"NOR","WKGPOP","TOT","PC_POP","A","1997",64.565,
"NOR","WKGPOP","TOT","PC_POP","A","1998",64.627,
"NOR","WKGPOP","TOT","PC_POP","A","1999",64.722,
"NOR","WKGPOP","TOT","PC_POP","A","2000",64.829,
"NOR","WKGPOP","TOT","PC_POP","A","2001",64.958,
"NOR","WKGPOP","TOT","PC_POP","A","2002",65.117,
"NOR","WKGPOP","TOT","PC_POP","A","2003",65.291,
"NOR","WKGPOP","TOT","PC_POP","A","2004",65.461,
"NOR","WKGPOP","TOT","PC_POP","A","2005",65.648,
"NOR","WKGPOP","TOT","PC_POP","A","2006",65.876,
"NOR","WKGPOP","TOT","PC_POP","A","2007",66.106,
"NOR","WKGPOP","TOT","PC_POP","A","2008",66.258,
"NOR","WKGPOP","TOT","PC_POP","A","2009",66.27,
"NOR","WKGPOP","TOT","PC_POP","A","2010",66.208,
"NOR","WKGPOP","TOT","PC_POP","A","2011",66.126,
"NOR","WKGPOP","TOT","PC_POP","A","2012",66.03,
"NOR","WKGPOP","TOT","PC_POP","A","2013",65.932,
"NOR","WKGPOP","TOT","PC_POP","A","2014",65.838,
"NOR","WKGPOP","TOT","PC_POP","A","2015",65.743,
"NOR","WKGPOP","TOT","PC_POP","A","2016",65.608,
"NOR","WKGPOP","TOT","PC_POP","A","2017",65.435,
"POL","WKGPOP","TOT","PC_POP","A","1995",66.92,
"POL","WKGPOP","TOT","PC_POP","A","1996",67.23,
"POL","WKGPOP","TOT","PC_POP","A","1997",67.54,
"POL","WKGPOP","TOT","PC_POP","A","1998",67.847,
"POL","WKGPOP","TOT","PC_POP","A","1999",68.025,
"POL","WKGPOP","TOT","PC_POP","A","2000",68.313,
"POL","WKGPOP","TOT","PC_POP","A","2001",68.795,
"POL","WKGPOP","TOT","PC_POP","A","2002",69.197,
"POL","WKGPOP","TOT","PC_POP","A","2003",69.622,
"POL","WKGPOP","TOT","PC_POP","A","2004",69.983,
"POL","WKGPOP","TOT","PC_POP","A","2005",70.322,
"POL","WKGPOP","TOT","PC_POP","A","2006",70.641,
"POL","WKGPOP","TOT","PC_POP","A","2007",70.928,
"POL","WKGPOP","TOT","PC_POP","A","2008",71.151,
"POL","WKGPOP","TOT","PC_POP","A","2009",71.268,
"POL","WKGPOP","TOT","PC_POP","A","2010",71.313,
"POL","WKGPOP","TOT","PC_POP","A","2011",71.221,
"POL","WKGPOP","TOT","PC_POP","A","2012",70.903,
"POL","WKGPOP","TOT","PC_POP","A","2013",70.51,
"POL","WKGPOP","TOT","PC_POP","A","2014",70.02,
"POL","WKGPOP","TOT","PC_POP","A","2015",69.506,
"POL","WKGPOP","TOT","PC_POP","A","2016",68.91,
"POL","WKGPOP","TOT","PC_POP","A","2017",68.244,
"PRT","WKGPOP","TOT","PC_POP","A","1995",67.309,
"PRT","WKGPOP","TOT","PC_POP","A","1996",67.41,
"PRT","WKGPOP","TOT","PC_POP","A","1997",67.463,
"PRT","WKGPOP","TOT","PC_POP","A","1998",67.477,
"PRT","WKGPOP","TOT","PC_POP","A","1999",67.473,
"PRT","WKGPOP","TOT","PC_POP","A","2000",67.438,
"PRT","WKGPOP","TOT","PC_POP","A","2001",67.34,
"PRT","WKGPOP","TOT","PC_POP","A","2002",67.206,
"PRT","WKGPOP","TOT","PC_POP","A","2003",67.076,
"PRT","WKGPOP","TOT","PC_POP","A","2004",66.93,
"PRT","WKGPOP","TOT","PC_POP","A","2005",66.806,
"PRT","WKGPOP","TOT","PC_POP","A","2006",66.745,
"PRT","WKGPOP","TOT","PC_POP","A","2007",66.713,
"PRT","WKGPOP","TOT","PC_POP","A","2008",66.644,
"PRT","WKGPOP","TOT","PC_POP","A","2009",66.514,
"PRT","WKGPOP","TOT","PC_POP","A","2010",66.329,
"PRT","WKGPOP","TOT","PC_POP","A","2011",66.127,
"PRT","WKGPOP","TOT","PC_POP","A","2012",65.936,
"PRT","WKGPOP","TOT","PC_POP","A","2013",65.696,
"PRT","WKGPOP","TOT","PC_POP","A","2014",65.45,
"PRT","WKGPOP","TOT","PC_POP","A","2015",65.258,
"PRT","WKGPOP","TOT","PC_POP","A","2016",65.034,
"PRT","WKGPOP","TOT","PC_POP","A","2017",64.776,
"SVK","WKGPOP","TOT","PC_POP","A","1995",66.542,
"SVK","WKGPOP","TOT","PC_POP","A","1996",67.005,
"SVK","WKGPOP","TOT","PC_POP","A","1997",67.46,
"SVK","WKGPOP","TOT","PC_POP","A","1998",67.97,
"SVK","WKGPOP","TOT","PC_POP","A","1999",68.511,
"SVK","WKGPOP","TOT","PC_POP","A","2000",69.061,
"SVK","WKGPOP","TOT","PC_POP","A","2001",69.572,
"SVK","WKGPOP","TOT","PC_POP","A","2002",70.119,
"SVK","WKGPOP","TOT","PC_POP","A","2003",70.643,
"SVK","WKGPOP","TOT","PC_POP","A","2004",71.08,
"SVK","WKGPOP","TOT","PC_POP","A","2005",71.455,
"SVK","WKGPOP","TOT","PC_POP","A","2006",71.798,
"SVK","WKGPOP","TOT","PC_POP","A","2007",72.099,
"SVK","WKGPOP","TOT","PC_POP","A","2008",72.331,
"SVK","WKGPOP","TOT","PC_POP","A","2009",72.411,
"SVK","WKGPOP","TOT","PC_POP","A","2010",72.34,
"SVK","WKGPOP","TOT","PC_POP","A","2011",71.906,
"SVK","WKGPOP","TOT","PC_POP","A","2012",71.669,
"SVK","WKGPOP","TOT","PC_POP","A","2013",71.322,
"SVK","WKGPOP","TOT","PC_POP","A","2014",70.932,
"SVK","WKGPOP","TOT","PC_POP","A","2015",70.472,
"SVK","WKGPOP","TOT","PC_POP","A","2016",69.885,
"SVK","WKGPOP","TOT","PC_POP","A","2017",69.21,
"ESP","WKGPOP","TOT","PC_POP","A","1995",68.266,
"ESP","WKGPOP","TOT","PC_POP","A","1996",68.458,
"ESP","WKGPOP","TOT","PC_POP","A","1997",68.588,
"ESP","WKGPOP","TOT","PC_POP","A","1998",68.642,
"ESP","WKGPOP","TOT","PC_POP","A","1999",68.677,
"ESP","WKGPOP","TOT","PC_POP","A","2000",68.647,
"ESP","WKGPOP","TOT","PC_POP","A","2001",68.523,
"ESP","WKGPOP","TOT","PC_POP","A","2002",68.563,
"ESP","WKGPOP","TOT","PC_POP","A","2003",68.647,
"ESP","WKGPOP","TOT","PC_POP","A","2004",68.834,
"ESP","WKGPOP","TOT","PC_POP","A","2005",68.983,
"ESP","WKGPOP","TOT","PC_POP","A","2006",68.875,
"ESP","WKGPOP","TOT","PC_POP","A","2007",68.946,
"ESP","WKGPOP","TOT","PC_POP","A","2008",68.825,
"ESP","WKGPOP","TOT","PC_POP","A","2009",68.489,
"ESP","WKGPOP","TOT","PC_POP","A","2010",68.092,
"ESP","WKGPOP","TOT","PC_POP","A","2011",67.707,
"ESP","WKGPOP","TOT","PC_POP","A","2012",67.365,
"ESP","WKGPOP","TOT","PC_POP","A","2013",66.913,
"ESP","WKGPOP","TOT","PC_POP","A","2014",66.504,
"ESP","WKGPOP","TOT","PC_POP","A","2015",66.259,
"ESP","WKGPOP","TOT","PC_POP","A","2016",66.075,
"ESP","WKGPOP","TOT","PC_POP","A","2017",65.918,
"SWE","WKGPOP","TOT","PC_POP","A","1995",63.682,
"SWE","WKGPOP","TOT","PC_POP","A","1996",63.729,
"SWE","WKGPOP","TOT","PC_POP","A","1997",63.817,
"SWE","WKGPOP","TOT","PC_POP","A","1998",63.942,
"SWE","WKGPOP","TOT","PC_POP","A","1999",64.108,
"SWE","WKGPOP","TOT","PC_POP","A","2000",64.304,
"SWE","WKGPOP","TOT","PC_POP","A","2001",64.511,
"SWE","WKGPOP","TOT","PC_POP","A","2002",64.716,
"SWE","WKGPOP","TOT","PC_POP","A","2003",64.915,
"SWE","WKGPOP","TOT","PC_POP","A","2004",65.096,
"SWE","WKGPOP","TOT","PC_POP","A","2005",65.313,
"SWE","WKGPOP","TOT","PC_POP","A","2006",65.546,
"SWE","WKGPOP","TOT","PC_POP","A","2007",65.669,
"SWE","WKGPOP","TOT","PC_POP","A","2008",65.629,
"SWE","WKGPOP","TOT","PC_POP","A","2009",65.436,
"SWE","WKGPOP","TOT","PC_POP","A","2010",65.118,
"SWE","WKGPOP","TOT","PC_POP","A","2011",64.7,
"SWE","WKGPOP","TOT","PC_POP","A","2012",64.235,
"SWE","WKGPOP","TOT","PC_POP","A","2013",63.759,
"SWE","WKGPOP","TOT","PC_POP","A","2014",63.319,
"SWE","WKGPOP","TOT","PC_POP","A","2015",62.959,
"SWE","WKGPOP","TOT","PC_POP","A","2016",62.702,
"SWE","WKGPOP","TOT","PC_POP","A","2017",62.522,
"CHE","WKGPOP","TOT","PC_POP","A","1995",67.624,
"CHE","WKGPOP","TOT","PC_POP","A","1996",67.507,
"CHE","WKGPOP","TOT","PC_POP","A","1997",67.415,
"CHE","WKGPOP","TOT","PC_POP","A","1998",67.359,
"CHE","WKGPOP","TOT","PC_POP","A","1999",67.32,
"CHE","WKGPOP","TOT","PC_POP","A","2000",67.302,
"CHE","WKGPOP","TOT","PC_POP","A","2001",67.501,
"CHE","WKGPOP","TOT","PC_POP","A","2002",67.615,
"CHE","WKGPOP","TOT","PC_POP","A","2003",67.755,
"CHE","WKGPOP","TOT","PC_POP","A","2004",67.872,
"CHE","WKGPOP","TOT","PC_POP","A","2005",67.972,
"CHE","WKGPOP","TOT","PC_POP","A","2006",68.042,
"CHE","WKGPOP","TOT","PC_POP","A","2007",68.089,
"CHE","WKGPOP","TOT","PC_POP","A","2008",68.12,
"CHE","WKGPOP","TOT","PC_POP","A","2009",68.077,
"CHE","WKGPOP","TOT","PC_POP","A","2010",67.957,
"CHE","WKGPOP","TOT","PC_POP","A","2011",67.896,
"CHE","WKGPOP","TOT","PC_POP","A","2012",67.743,
"CHE","WKGPOP","TOT","PC_POP","A","2013",67.585,
"CHE","WKGPOP","TOT","PC_POP","A","2014",67.42,
"CHE","WKGPOP","TOT","PC_POP","A","2015",67.265,
"CHE","WKGPOP","TOT","PC_POP","A","2016",67.098,
"CHE","WKGPOP","TOT","PC_POP","A","2017",66.886,
"TUR","WKGPOP","TOT","PC_POP","A","1995",62.411,
"TUR","WKGPOP","TOT","PC_POP","A","1996",62.695,
"TUR","WKGPOP","TOT","PC_POP","A","1997",62.968,
"TUR","WKGPOP","TOT","PC_POP","A","1998",63.231,
"TUR","WKGPOP","TOT","PC_POP","A","1999",63.481,
"TUR","WKGPOP","TOT","PC_POP","A","2000",63.806,
"TUR","WKGPOP","TOT","PC_POP","A","2001",64.229,
"TUR","WKGPOP","TOT","PC_POP","A","2002",64.693,
"TUR","WKGPOP","TOT","PC_POP","A","2003",65.18,
"TUR","WKGPOP","TOT","PC_POP","A","2004",65.634,
"TUR","WKGPOP","TOT","PC_POP","A","2005",66.031,
"TUR","WKGPOP","TOT","PC_POP","A","2006",66.378,
"TUR","WKGPOP","TOT","PC_POP","A","2007",66.673,
"TUR","WKGPOP","TOT","PC_POP","A","2008",66.697,
"TUR","WKGPOP","TOT","PC_POP","A","2009",66.945,
"TUR","WKGPOP","TOT","PC_POP","A","2010",67.085,
"TUR","WKGPOP","TOT","PC_POP","A","2011",67.272,
"TUR","WKGPOP","TOT","PC_POP","A","2012",67.465,
"TUR","WKGPOP","TOT","PC_POP","A","2013",67.641,
"TUR","WKGPOP","TOT","PC_POP","A","2014",67.74,
"TUR","WKGPOP","TOT","PC_POP","A","2015",67.758,
"TUR","WKGPOP","TOT","PC_POP","A","2016",67.86,
"TUR","WKGPOP","TOT","PC_POP","A","2017",67.933,
"GBR","WKGPOP","TOT","PC_POP","A","1995",64.692,
"GBR","WKGPOP","TOT","PC_POP","A","1996",64.746,
"GBR","WKGPOP","TOT","PC_POP","A","1997",64.78,
"GBR","WKGPOP","TOT","PC_POP","A","1998",64.837,
"GBR","WKGPOP","TOT","PC_POP","A","1999",64.961,
"GBR","WKGPOP","TOT","PC_POP","A","2000",65.167,
"GBR","WKGPOP","TOT","PC_POP","A","2001",65.355,
"GBR","WKGPOP","TOT","PC_POP","A","2002",65.525,
"GBR","WKGPOP","TOT","PC_POP","A","2003",65.682,
"GBR","WKGPOP","TOT","PC_POP","A","2004",65.825,
"GBR","WKGPOP","TOT","PC_POP","A","2005",66.031,
"GBR","WKGPOP","TOT","PC_POP","A","2006",66.259,
"GBR","WKGPOP","TOT","PC_POP","A","2007",66.359,
"GBR","WKGPOP","TOT","PC_POP","A","2008",66.306,
"GBR","WKGPOP","TOT","PC_POP","A","2009",66.183,
"GBR","WKGPOP","TOT","PC_POP","A","2010",66.035,
"GBR","WKGPOP","TOT","PC_POP","A","2011",65.909,
"GBR","WKGPOP","TOT","PC_POP","A","2012",65.38,
"GBR","WKGPOP","TOT","PC_POP","A","2013",64.996,
"GBR","WKGPOP","TOT","PC_POP","A","2014",64.681,
"GBR","WKGPOP","TOT","PC_POP","A","2015",64.457,
"GBR","WKGPOP","TOT","PC_POP","A","2016",64.216,
"GBR","WKGPOP","TOT","PC_POP","A","2017",63.966,
"USA","WKGPOP","TOT","PC_POP","A","1995",65.434,
"USA","WKGPOP","TOT","PC_POP","A","1996",65.534,
"USA","WKGPOP","TOT","PC_POP","A","1997",65.71,
"USA","WKGPOP","TOT","PC_POP","A","1998",65.887,
"USA","WKGPOP","TOT","PC_POP","A","1999",66.043,
"USA","WKGPOP","TOT","PC_POP","A","2000",66.207,
"USA","WKGPOP","TOT","PC_POP","A","2001",66.403,
"USA","WKGPOP","TOT","PC_POP","A","2002",66.593,
"USA","WKGPOP","TOT","PC_POP","A","2003",66.739,
"USA","WKGPOP","TOT","PC_POP","A","2004",66.921,
"USA","WKGPOP","TOT","PC_POP","A","2005",67.118,
"USA","WKGPOP","TOT","PC_POP","A","2006",67.262,
"USA","WKGPOP","TOT","PC_POP","A","2007",67.298,
"USA","WKGPOP","TOT","PC_POP","A","2008",67.219,
"USA","WKGPOP","TOT","PC_POP","A","2009",67.17,
"USA","WKGPOP","TOT","PC_POP","A","2010",67.128,
"USA","WKGPOP","TOT","PC_POP","A","2011",67.096,
"USA","WKGPOP","TOT","PC_POP","A","2012",66.786,
"USA","WKGPOP","TOT","PC_POP","A","2013",66.554,
"USA","WKGPOP","TOT","PC_POP","A","2014",66.322,
"USA","WKGPOP","TOT","PC_POP","A","2015",66.12,
"USA","WKGPOP","TOT","PC_POP","A","2016",65.89,
"USA","WKGPOP","TOT","PC_POP","A","2017",65.628,
"BRA","WKGPOP","TOT","PC_POP","A","1995",61.82,
"BRA","WKGPOP","TOT","PC_POP","A","1996",62.313,
"BRA","WKGPOP","TOT","PC_POP","A","1997",62.842,
"BRA","WKGPOP","TOT","PC_POP","A","1998",63.381,
"BRA","WKGPOP","TOT","PC_POP","A","1999",63.891,
"BRA","WKGPOP","TOT","PC_POP","A","2000",63.995,
"BRA","WKGPOP","TOT","PC_POP","A","2001",64.467,
"BRA","WKGPOP","TOT","PC_POP","A","2002",64.939,
"BRA","WKGPOP","TOT","PC_POP","A","2003",65.39,
"BRA","WKGPOP","TOT","PC_POP","A","2004",65.815,
"BRA","WKGPOP","TOT","PC_POP","A","2005",66.212,
"BRA","WKGPOP","TOT","PC_POP","A","2006",66.591,
"BRA","WKGPOP","TOT","PC_POP","A","2007",66.97,
"BRA","WKGPOP","TOT","PC_POP","A","2008",67.32,
"BRA","WKGPOP","TOT","PC_POP","A","2009",67.651,
"BRA","WKGPOP","TOT","PC_POP","A","2010",67.986,
"BRA","WKGPOP","TOT","PC_POP","A","2011",68.324,
"BRA","WKGPOP","TOT","PC_POP","A","2012",68.642,
"BRA","WKGPOP","TOT","PC_POP","A","2013",68.933,
"BRA","WKGPOP","TOT","PC_POP","A","2014",69.161,
"BRA","WKGPOP","TOT","PC_POP","A","2015",69.306,
"BRA","WKGPOP","TOT","PC_POP","A","2016",69.418,
"BRA","WKGPOP","TOT","PC_POP","A","2017",69.455,
"CHL","WKGPOP","TOT","PC_POP","A","1995",64.093,
"CHL","WKGPOP","TOT","PC_POP","A","1996",64.199,
"CHL","WKGPOP","TOT","PC_POP","A","1997",64.364,
"CHL","WKGPOP","TOT","PC_POP","A","1998",64.565,
"CHL","WKGPOP","TOT","PC_POP","A","1999",64.781,
"CHL","WKGPOP","TOT","PC_POP","A","2000",65.014,
"CHL","WKGPOP","TOT","PC_POP","A","2001",65.268,
"CHL","WKGPOP","TOT","PC_POP","A","2002",65.567,
"CHL","WKGPOP","TOT","PC_POP","A","2003",65.942,
"CHL","WKGPOP","TOT","PC_POP","A","2004",66.409,
"CHL","WKGPOP","TOT","PC_POP","A","2005",66.896,
"CHL","WKGPOP","TOT","PC_POP","A","2006",67.394,
"CHL","WKGPOP","TOT","PC_POP","A","2007",67.807,
"CHL","WKGPOP","TOT","PC_POP","A","2008",68.123,
"CHL","WKGPOP","TOT","PC_POP","A","2009",68.366,
"CHL","WKGPOP","TOT","PC_POP","A","2010",68.549,
"CHL","WKGPOP","TOT","PC_POP","A","2011",68.687,
"CHL","WKGPOP","TOT","PC_POP","A","2012",68.785,
"CHL","WKGPOP","TOT","PC_POP","A","2013",68.846,
"CHL","WKGPOP","TOT","PC_POP","A","2014",68.875,
"CHL","WKGPOP","TOT","PC_POP","A","2015",68.827,
"CHL","WKGPOP","TOT","PC_POP","A","2016",68.743,
"CHL","WKGPOP","TOT","PC_POP","A","2017",68.725,
"COL","WKGPOP","TOT","PC_POP","A","1995",59.909,
"COL","WKGPOP","TOT","PC_POP","A","1996",60.086,
"COL","WKGPOP","TOT","PC_POP","A","1997",60.281,
"COL","WKGPOP","TOT","PC_POP","A","1998",60.498,
"COL","WKGPOP","TOT","PC_POP","A","1999",60.743,
"COL","WKGPOP","TOT","PC_POP","A","2000",61.013,
"COL","WKGPOP","TOT","PC_POP","A","2001",61.325,
"COL","WKGPOP","TOT","PC_POP","A","2002",61.656,
"COL","WKGPOP","TOT","PC_POP","A","2003",62.006,
"COL","WKGPOP","TOT","PC_POP","A","2004",62.372,
"COL","WKGPOP","TOT","PC_POP","A","2005",62.732,
"COL","WKGPOP","TOT","PC_POP","A","2006",63.174,
"COL","WKGPOP","TOT","PC_POP","A","2007",63.593,
"COL","WKGPOP","TOT","PC_POP","A","2008",63.992,
"COL","WKGPOP","TOT","PC_POP","A","2009",64.357,
"COL","WKGPOP","TOT","PC_POP","A","2010",64.682,
"COL","WKGPOP","TOT","PC_POP","A","2011",64.992,
"COL","WKGPOP","TOT","PC_POP","A","2012",65.259,
"COL","WKGPOP","TOT","PC_POP","A","2013",65.487,
"COL","WKGPOP","TOT","PC_POP","A","2014",65.675,
"COL","WKGPOP","TOT","PC_POP","A","2015",65.829,
"COL","WKGPOP","TOT","PC_POP","A","2016",65.935,
"COL","WKGPOP","TOT","PC_POP","A","2017",66.015,
"EST","WKGPOP","TOT","PC_POP","A","1995",65.781,
"EST","WKGPOP","TOT","PC_POP","A","1996",65.811,
"EST","WKGPOP","TOT","PC_POP","A","1997",65.911,
"EST","WKGPOP","TOT","PC_POP","A","1998",66.178,
"EST","WKGPOP","TOT","PC_POP","A","1999",66.581,
"EST","WKGPOP","TOT","PC_POP","A","2000",67.376,
"EST","WKGPOP","TOT","PC_POP","A","2001",67.562,
"EST","WKGPOP","TOT","PC_POP","A","2002",67.71,
"EST","WKGPOP","TOT","PC_POP","A","2003",67.866,
"EST","WKGPOP","TOT","PC_POP","A","2004",68.007,
"EST","WKGPOP","TOT","PC_POP","A","2005",68.074,
"EST","WKGPOP","TOT","PC_POP","A","2006",67.965,
"EST","WKGPOP","TOT","PC_POP","A","2007",67.776,
"EST","WKGPOP","TOT","PC_POP","A","2008",67.669,
"EST","WKGPOP","TOT","PC_POP","A","2009",67.532,
"EST","WKGPOP","TOT","PC_POP","A","2010",67.322,
"EST","WKGPOP","TOT","PC_POP","A","2011",66.99,
"EST","WKGPOP","TOT","PC_POP","A","2012",66.542,
"EST","WKGPOP","TOT","PC_POP","A","2013",66.059,
"EST","WKGPOP","TOT","PC_POP","A","2014",65.548,
"EST","WKGPOP","TOT","PC_POP","A","2015",65.095,
"EST","WKGPOP","TOT","PC_POP","A","2016",64.665,
"EST","WKGPOP","TOT","PC_POP","A","2017",64.258,
"ISR","WKGPOP","TOT","PC_POP","A","1995",60.915,
"ISR","WKGPOP","TOT","PC_POP","A","1996",60.857,
"ISR","WKGPOP","TOT","PC_POP","A","1997",61.054,
"ISR","WKGPOP","TOT","PC_POP","A","1998",61.245,
"ISR","WKGPOP","TOT","PC_POP","A","1999",61.454,
"ISR","WKGPOP","TOT","PC_POP","A","2000",61.624,
"ISR","WKGPOP","TOT","PC_POP","A","2001",61.731,
"ISR","WKGPOP","TOT","PC_POP","A","2002",61.761,
"ISR","WKGPOP","TOT","PC_POP","A","2003",61.744,
"ISR","WKGPOP","TOT","PC_POP","A","2004",61.725,
"ISR","WKGPOP","TOT","PC_POP","A","2005",61.738,
"ISR","WKGPOP","TOT","PC_POP","A","2006",61.767,
"ISR","WKGPOP","TOT","PC_POP","A","2007",61.819,
"ISR","WKGPOP","TOT","PC_POP","A","2008",61.878,
"ISR","WKGPOP","TOT","PC_POP","A","2009",62.314,
"ISR","WKGPOP","TOT","PC_POP","A","2010",62.151,
"ISR","WKGPOP","TOT","PC_POP","A","2011",61.806,
"ISR","WKGPOP","TOT","PC_POP","A","2012",61.553,
"ISR","WKGPOP","TOT","PC_POP","A","2013",61.255,
"ISR","WKGPOP","TOT","PC_POP","A","2014",61.017,
"ISR","WKGPOP","TOT","PC_POP","A","2015",60.77,
"ISR","WKGPOP","TOT","PC_POP","A","2016",60.516,
"ISR","WKGPOP","TOT","PC_POP","A","2017",60.276,
"RUS","WKGPOP","TOT","PC_POP","A","1995",66.769,
"RUS","WKGPOP","TOT","PC_POP","A","1996",67.019,
"RUS","WKGPOP","TOT","PC_POP","A","1997",67.436,
"RUS","WKGPOP","TOT","PC_POP","A","1998",68.075,
"RUS","WKGPOP","TOT","PC_POP","A","1999",68.872,
"RUS","WKGPOP","TOT","PC_POP","A","2000",69.574,
"RUS","WKGPOP","TOT","PC_POP","A","2001",70.14,
"RUS","WKGPOP","TOT","PC_POP","A","2002",70.569,
"RUS","WKGPOP","TOT","PC_POP","A","2003",70.831,
"RUS","WKGPOP","TOT","PC_POP","A","2004",70.983,
"RUS","WKGPOP","TOT","PC_POP","A","2005",71.115,
"RUS","WKGPOP","TOT","PC_POP","A","2006",71.242,
"RUS","WKGPOP","TOT","PC_POP","A","2007",71.414,
"RUS","WKGPOP","TOT","PC_POP","A","2008",71.68,
"RUS","WKGPOP","TOT","PC_POP","A","2009",71.924,
"RUS","WKGPOP","TOT","PC_POP","A","2010",72.051,
"RUS","WKGPOP","TOT","PC_POP","A","2011",71.885,
"RUS","WKGPOP","TOT","PC_POP","A","2012",71.42,
"RUS","WKGPOP","TOT","PC_POP","A","2013",70.869,
"RUS","WKGPOP","TOT","PC_POP","A","2014",70.201,
"RUS","WKGPOP","TOT","PC_POP","A","2015",69.445,
"RUS","WKGPOP","TOT","PC_POP","A","2016",68.744,
"RUS","WKGPOP","TOT","PC_POP","A","2017",69.759,
"SVN","WKGPOP","TOT","PC_POP","A","1995",69.291,
"SVN","WKGPOP","TOT","PC_POP","A","1996",69.504,
"SVN","WKGPOP","TOT","PC_POP","A","1997",69.724,
"SVN","WKGPOP","TOT","PC_POP","A","1998",69.806,
"SVN","WKGPOP","TOT","PC_POP","A","1999",69.91,
"SVN","WKGPOP","TOT","PC_POP","A","2000",70.096,
"SVN","WKGPOP","TOT","PC_POP","A","2001",70.131,
"SVN","WKGPOP","TOT","PC_POP","A","2002",70.193,
"SVN","WKGPOP","TOT","PC_POP","A","2003",70.352,
"SVN","WKGPOP","TOT","PC_POP","A","2004",70.361,
"SVN","WKGPOP","TOT","PC_POP","A","2005",70.295,
"SVN","WKGPOP","TOT","PC_POP","A","2006",70.236,
"SVN","WKGPOP","TOT","PC_POP","A","2007",70.059,
"SVN","WKGPOP","TOT","PC_POP","A","2008",69.728,
"SVN","WKGPOP","TOT","PC_POP","A","2009",69.526,
"SVN","WKGPOP","TOT","PC_POP","A","2010",69.342,
"SVN","WKGPOP","TOT","PC_POP","A","2011",69.142,
"SVN","WKGPOP","TOT","PC_POP","A","2012",68.67,
"SVN","WKGPOP","TOT","PC_POP","A","2013",68.183,
"SVN","WKGPOP","TOT","PC_POP","A","2014",67.647,
"SVN","WKGPOP","TOT","PC_POP","A","2015",67.053,
"SVN","WKGPOP","TOT","PC_POP","A","2016",66.43,
"SVN","WKGPOP","TOT","PC_POP","A","2017",65.863,
"OECD","WKGPOP","TOT","PC_POP","A","1995",66.077,
"OECD","WKGPOP","TOT","PC_POP","A","1996",66.137,
"OECD","WKGPOP","TOT","PC_POP","A","1997",66.219,
"OECD","WKGPOP","TOT","PC_POP","A","1998",66.296,
"OECD","WKGPOP","TOT","PC_POP","A","1999",66.36,
"OECD","WKGPOP","TOT","PC_POP","A","2000",66.402,
"OECD","WKGPOP","TOT","PC_POP","A","2001",66.463,
"OECD","WKGPOP","TOT","PC_POP","A","2002",66.533,
"OECD","WKGPOP","TOT","PC_POP","A","2003",66.614,
"OECD","WKGPOP","TOT","PC_POP","A","2004",66.695,
"OECD","WKGPOP","TOT","PC_POP","A","2005",66.746,
"OECD","WKGPOP","TOT","PC_POP","A","2006",66.786,
"OECD","WKGPOP","TOT","PC_POP","A","2007",66.799,
"OECD","WKGPOP","TOT","PC_POP","A","2008",66.751,
"OECD","WKGPOP","TOT","PC_POP","A","2009",66.691,
"OECD","WKGPOP","TOT","PC_POP","A","2010",66.665,
"OECD","WKGPOP","TOT","PC_POP","A","2011",66.602,
"OECD","WKGPOP","TOT","PC_POP","A","2012",66.357,
"OECD","WKGPOP","TOT","PC_POP","A","2013",66.12,
"OECD","WKGPOP","TOT","PC_POP","A","2014",65.88,
"OECD","WKGPOP","TOT","PC_POP","A","2015",65.692,
